Name,Nationality,Occupation,Affiliation,Ajah,Build,Clan,Current.status,Date.of.birth,Date.of.death,Eye.color,First.appeared,First.mentioned,Gender,Hair.color,Height,Last.appeared,Last.mentioned,Race,Rank,Sept,Society,Title,Weight
Maeric,Aiel,NA,Sevanna,NA,Blocky,Shaido,Dead,NA,1000 NE,NA,ACOS:Prologue,NA,Male,NA,NA,ACOS:40,NA,NA,NA,Moshaine,Seia Doon,NA,NA
Mahiro Shukosa,Kandori,Warder,White Tower,NA,NA,NA,Alive,NA,NA,NA,LOC:49,NA,Male,Graying,NA,LOC:49,NA,NA,NA,NA,NA,Gaidin,NA
Makzim,Unknown nationality,Warder,White Tower,NA,NA,NA,Alive,NA,NA,NA,NA,TOM:22,Male,NA,NA,NA,TOM:22,NA,NA,NA,NA,Gaidin,NA
Malain,Saldaean,Soldier,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,TOM:32,NA,Male,NA,NA,TOM:32,NA,NA,NA,NA,NA,NA,NA
Malalin,Altaran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TGS:19,Male,NA,NA,NA,TGS:19,NA,NA,NA,NA,Lord,NA
Malenarin Rai,Kandori,Soldier,Kandor,NA,NA,NA,Dead,NA,1000 NE,NA,TOM:Prologue,NA,Male,NA,NA,TOM:Prologue,NA,NA,Commander,NA,NA,NA,NA
Mallone,Unknown nationality,Soldier,Children of the Light,NA,NA,NA,Alive,NA,NA,NA,AMOL:37,NA,Male,NA,NA,AMOL:37,NA,NA,NA,NA,NA,NA,NA
Malvin,Unknown nationality,Soldier,White Tower,NA,NA,NA,Alive,NA,NA,NA,NS:5,NA,Male,NA,NA,NS:5,NA,NA,Under-lieutenant,NA,NA,NA,NA
Managan,Malkieri,Merchant,Lan Mandragoran,NA,Lean,NA,Alive,NA,NA,NA,KOD:20,NA,Male,NA,NA,TOM:23,NA,NA,NA,NA,NA,NA,NA
Manal,Cairhienin,Boatmen,NA,NA,NA,NA,Alive,NA,NA,NA,LOC:54,LOC:54,Male,Gray,NA,LOC:54,LOC:54,NA,NA,NA,NA,NA,NA
Mandein,Aiel,NA,NA,NA,NA,Aiel,Dead,NA,NA,NA,TSR:25,NA,Male,NA,NA,TSR:25,NA,NA,NA,NA,NA,Sept Chief,NA
Mandelain,Aiel,Clan chief,Car'a'carn,NA,NA,Daryne,Alive,NA,NA,NA,ACOS:18,TFOH:2,Male,Balding,NA,ACOS:18,ACOS:33,NA,NA,NA,NA,NA,NA
Manderic,Aiel,Warrior,Shaido,NA,NA,Shaido,Dead,NA,1000 NE,NA,TSR:23,NA,Male,NA,Tall,TFOH:44,TOM:19,NA,NA,NA,NA,NA,NA
Mandhuin,Aiel,NA,NA,NA,Heavyset,Goshien,Alive,NA,NA,NA,TSR:57,NA,Male,NA,NA,TSR:57,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Manel Rochaid,Murandian,Asha'man,Darkfriend,NA,NA,NA,Dead,NA,1000 NE,NA,LOC:42,NA,Male,NA,Tall,NA,NA,NA,Asha'man,NA,NA,Baijan'm'hael,NA
Mangin,Aiel,NA,Car'a'carn,NA,NA,Taardad,Dead,NA,999 NE,Gray,TSR:7,NA,Male,NA,Tall,LOC:17,LOC:24,NA,NA,Jindo,Shae'en M'taal,NA,NA
Mangore Kiramin,Aramaellen,Bard,NA,NA,NA,NA,Dead,NA,NA,NA,NA,ACOS:Prologue,Male,NA,NA,NA,ACOS:Prologue,NA,Warder,NA,NA,NA,NA
Mantual,Seanchan,Servant,Ever Victorious Army,NA,NA,NA,Alive,NA,NA,NA,KOD:34,NA,Male,NA,NA,KOD:34,KOD:34,NA,NA,NA,NA,NA,NA
Mar,Unknown nationality,Soldier,Band of the Red Hand,NA,Lanky,NA,Alive,NA,NA,NA,LOC:40,LOC:38,Male,NA,Tall,AMOL:Prologue,NA,NA,Scout,NA,NA,NA,NA
Marac den Norvin,Illianer,NA,Council of Nine,NA,Stout,NA,Alive,NA,NA,NA,TPOD:13,NA,Male,NA,NA,TPOD:13,NA,NA,NA,NA,NA,NA,NA
Maraconn,Tairen,NA,The Dragon Reborn,NA,NA,NA,Dead,NA,1000 NE,Blue,TFOH:46,TSR:21,Male,NA,NA,TPOD:24,NA,NA,NA,NA,NA,High Lord of Tear,NA
Mardry,Murandian,Gambler,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:27,NA,Male,NA,NA,TGS:27,NA,NA,NA,NA,NA,NA,NA
Marek Cormer,Andoran,Soldier,Perrin Aybara,NA,NA,NA,Alive,NA,NA,NA,TOM:34,NA,Male,NA,NA,TOM:34,NA,NA,NA,NA,NA,NA,NA
Maric,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,"Gray, cold",LOC:27,NA,Male,NA,Very tall,LOC:27,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Marind,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,NA,TSR:26,Male,NA,NA,NA,TSR:26,NA,NA,NA,NA,NA,NA
Maringil,Cairhienin,NA,The Dragon Reborn,NA,Thin,NA,Dead,NA,999 NE,NA,TFOH:45,NA,Male,"Shoulder-length, white",Tall,LOC:50,COT:Prologue,NA,NA,NA,NA,Lord,NA
Marlesh,Unknown nationality,Warder,White Tower,NA,Narrow,NA,Alive,NA,NA,NA,TGS:13,NA,Male,NA,Short,TGS:13,NA,NA,NA,NA,NA,Gaidin,NA
Martan,Unknown nationality,Clerk,NA,NA,Strapping,NA,Alive,NA,NA,Brown,NS:6,NA,Male,NA,NA,NS:6,NA,NA,NA,NA,NA,NA,NA
Martyn Tallanvor,Andoran,Soldier,Perrin Aybara,NA,NA,NA,Alive,NA,NA,Dark,TEOTW:40,NA,Male,NA,Tall,TOM:44,NA,NA,NA,NA,NA,NA,NA
Masema Dagar,Shienaran,Soldier,Dragonsworn,NA,NA,NA,Dead,NA,1000 NE,Dark,TGH:3,NA,Male,"Shaved, previously a topknot",NA,TGS:Prologue,TOM:47,NA,NA,NA,NA,Prophet of the Dragon,NA
Masic,Altaran,NA,NA,NA,NA,NA,Dead,NA,NA,NA,LOC:52,NA,Male,NA,NA,LOC:52,LOC:52,NA,NA,NA,NA,NA,NA
Master Grinwell,Andoran,Farmer,NA,NA,NA,NA,Alive,NA,NA,NA,TEOTW:31,NA,Male,NA,NA,TEOTW:31,NA,NA,NA,NA,NA,NA,NA
Master Harod,Ghealdanin,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:8,NA,Male,NA,NA,TDR:9,NA,NA,NA,NA,NA,NA,NA
Master Padwhin,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,NA,TGH:12,Male,NA,NA,NA,NA,NA,NA,NA,NA,carpenter,NA
Masuto,Shienaran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:2,NA,Male,NA,NA,TDR:2,NA,NA,NA,NA,NA,NA,NA
Matoun,Saldaean,Soldier,Davram Bashere,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:27,Male,NA,NA,NA,KOD:27,NA,NA,NA,NA,NA,NA
Matraine Colmcille,Cairhienin,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,RPG,Male,NA,NA,NA,RPG,NA,King,NA,NA,King of Cairhien,NA
Matrim Cauthon,Andoran,NA,Band of the Red Hand,NA,NA,NA,Alive,978 NE,NA,Brown,TEOTW:Ravens,NA,Male,Brown,"1 span, 1 foot, 2 inches",AMOL:Epilogue,NA,NA,General,NA,NA,The Prince of the Ravens,18 stone
Mattin Stepaneos den Balgar,Illianer,NA,NA,NA,Muscular,NA,Alive,NA,NA,NA,KOD:2,TFOH:41,Male,Balding,NA,TOM:27,TOM:32,NA,King,NA,NA,King of Illian,NA
Mavabwin,Cairhienin,NA,Elayne Trakand,NA,NA,NA,Alive,NA,NA,NA,TOM:50,NA,Male,NA,NA,TOM:50,NA,NA,NA,NA,NA,Lord,NA
Mazone,Unknown nationality,Soldier,White Tower,NA,NA,NA,Dead,NA,1000 NE,NA,TOM:22,NA,Male,NA,NA,TOM:42,NA,NA,NA,NA,NA,NA,NA
Mazrim Taim,Saldaean,Asha'man,NA,NA,NA,NA,Dead,967 NE,1000 NE,NA,LOC:2,TEOTW:13,Male,Black,Tall,AMOL:37,AMOL:43,NA,Chosen,NA,NA,M'Hael,NA
Meciar,Aiel,NA,Car'a'carn,NA,Bulky,Unknown clan,Alive,NA,NA,NA,TFOH:54,NA,Male,NA,NA,TFOH:54,NA,NA,NA,Unknown sept,Cor Darei,NA,NA
Mehtan,Seanchan,Clerk,NA,NA,NA,NA,Dead,NA,NA,NA,KOD:12,NA,Male,NA,NA,KOD:12,NA,NA,NA,NA,NA,NA,NA
Meilan Mendiana,Tairen,NA,The Dragon Reborn,NA,Lean,NA,Dead,NA,999 NE,Dark,TSR:8,NA,Male,Gray,Tall,LOC:53,NA,NA,NA,NA,NA,High Lord of Tear,NA
Melanril Asegora,Tairen,NA,NA,NA,NA,NA,Dead,NA,999 NE,Dark,TFOH:43,NA,Male,NA,NA,TFOH:44,NA,NA,NA,NA,NA,NA,NA
Melarned,Domani,Soldier,Dragon Reborn,NA,Squat,NA,Alive,NA,NA,NA,TGS:10,NA,Male,NA,NA,TGS:10,NA,NA,NA,NA,NA,NA,NA
Melten,Borderlander,Soldier,Band of the Red Hand,NA,Lean,NA,Alive,NA,NA,NA,AMOL:Prologue,NA,Male,NA,NA,AMOL:Prologue,NA,NA,NA,NA,NA,NA,NA
Mendan,Aiel,NA,NA,NA,Broad,Unknown clan,Alive,NA,NA,Blue,TPOD:Prologue,NA,Male,NA,NA,TPOD:Prologue,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Meneril,Cairhienin,NA,The Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,LOC:4,NA,Male,NA,NA,LOC:4,NA,NA,NA,NA,NA,Lord,NA
Merekel,Shienaran,Soldier,Lan Mandragoran,NA,NA,NA,Alive,NA,NA,NA,TOM:23,NA,Male,NA,NA,TOM:23,NA,NA,NA,NA,NA,NA,NA
Meresin Daganred,Cairhienin,Soldier,Band of the Red Hand,NA,Slender,NA,Alive,NA,NA,NA,TFOH:30,NA,Male,Shaved,NA,LOC:5,NA,NA,Lieutenant,NA,NA,Lord,NA
Merk (farmer),Borderlander,Farmer,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:Prologue,NA,Male,NA,NA,TGS:Prologue,NA,NA,NA,NA,NA,NA,NA
Merk,NA,NA,NA,NA,NA,NA,Fictional character,NA,NA,NA,NA,TSR:20,Male,NA,NA,NA,NA,NA,NA,NA,NA,Merk the Giant,NA
Mervin Poel,Unknown nationality,Inventor,School of Cairhien,NA,NA,NA,Alive,NA,NA,NA,LOC:18,NA,Male,Bald,NA,WH:Prologue,KOD:21,NA,NA,NA,NA,NA,NA
Metalan,Aiel,Unknown occupation,NA,NA,NA,Unknown clan,Unknown,NA,NA,NA,NA,TOM:48,Male,NA,Tall,NA,NA,NA,NA,Unknown sept,NA,NA,NA
Metwyn,Cairhienin,Soldier,Band of the Red Hand,NA,Slender,NA,Alive,NA,NA,NA,ACOS:38,NA,Male,NA,NA,KOD:26,NA,NA,Redarm,NA,NA,NA,NA
Mezar Kurin,Domani,Dreadlord,The Shadow,NA,NA,NA,Alive,NA,NA,NA,WH:Prologue,NA,Male,Graying,Short,AMOL:8,NA,NA,Asha'man,NA,NA,NA,NA
Mikel,Unknown nationality,NA,Horn of Valere,NA,NA,NA,Bound to the Wheel,NA,NA,NA,TGH:47,NA,Male,NA,NA,NA,NA,NA,Hero of the Horn,NA,NA,NA,NA
Mikhel Najirah,Seanchan,NA,NA,NA,Lanky,NA,Alive,NA,NA,NA,KOD:Prologue,NA,Male,Graying,NA,KOD:Prologue,NA,NA,Banner-General,NA,NA,NA,NA
Milam Harnder,Andoran,Librarian,Demira Eriff,NA,NA,NA,Alive,NA,NA,NA,NA,LOC:46,Male,Bald,NA,NA,COT:14,NA,NA,NA,NA,NA,NA
Mintel,Sharan,NA,Bao the Wyld,NA,NA,NA,Dead,NA,NA,NA,River of Souls,NA,Male,NA,NA,AMOL:37,NA,NA,Abrishi,NA,NA,NA,NA
Mishael,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,NA,WH:23,Male,NA,NA,NA,WH:23,NA,NA,NA,NA,NA,NA
Moad din Nopara Red Hawk,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,Hard,ACOS:34,NA,Male,Gray,NA,WH:35,NA,NA,Swordmaster,NA,NA,NA,NA
Modair Paendrag,Shandalle,Soldier,NA,NA,NA,NA,Dead,FY 942,FY 959,NA,NA,RPG,Male,NA,NA,NA,NA,NA,NA,NA,NA,Prince,NA
Montem al'San,Andoran,Soldier,Perrin Aybara,NA,NA,NA,Alive,NA,NA,NA,TOM:10,NA,Male,NA,NA,TOM:10,NA,NA,NA,NA,NA,NA,NA
Moor,Unknown nationality,Farmer,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TOM:1,Male,NA,NA,NA,TOM:1,NA,NA,NA,NA,NA,NA
Mord,Domani,Questioner,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TGS:32,Male,NA,NA,NA,TGS:32,NA,NA,NA,NA,NA,NA
Mordeth,NA,NA,NA,NA,NA,NA,Dead,NA,NA,NA,TEOTW:19,NA,Male,NA,NA,AMOL:47,AMOL:Epilogue,NA,NA,NA,NA,NA,NA
Morear,Andoran,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,AMOL:Prologue,NA,Male,NA,NA,AMOL:Prologue,NA,NA,NA,NA,NA,NA,NA
Morel,NA,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:20,Male,NA,NA,NA,LOC:20,Ogier,NA,NA,NA,NA,NA
Moressin Damodred,Cairhienin,NA,NA,NA,NA,NA,Dead,NA,978 NE,NA,NA,NS:5,Male,NA,NA,NA,NS:5,NA,NA,NA,NA,Lord,NA
Moridin,NA,NA,NA,NA,Broad-shouldered,NA,Dead,NA,NA,"Blue, black flecked",ACOS:20,NA,Male,Black,"Very tall/ 6 feet 5, as tall as Rand",AMOL:Prologue,NA,NA,Nae'blis,NA,NA,NA,NA
Morly Hardlin,Unknown nationality,Asha'man,Logain Ablar,NA,NA,NA,Alive,NA,NA,NA,TPOD:26,NA,Male,NA,NA,TPOD:26,TOM:46,NA,Asha'man,NA,NA,NA,NA
Moshea,Tuatha'an,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TSR:41,Male,NA,NA,NA,TSR:41,NA,NA,NA,NA,NA,NA
Mosk,NA,NA,NA,NA,NA,NA,Fictional character,NA,NA,NA,NA,TEOTW:4,Male,NA,NA,NA,TSR:20,NA,NA,NA,NA,Mosk the Giant,NA
Muad Cheade,Saldaean,Soldier,Saldaea,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:2,Male,NA,NA,NA,LOC:2,NA,Marshal-General,NA,NA,NA,NA
Muadh,Unknown nationality,Soldier,Children of the Light,NA,NA,NA,Dead,NA,999 NE,NA,TGH:29,NA,Male,NA,NA,TGH:29,NA,NA,NA,NA,NA,NA,NA
Muradin,Aiel,NA,NA,NA,NA,Shaido,Dead,NA,999 NE,NA,TSR:25,TSR:23,Male,NA,NA,NA,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Murel,Seanchan,Soldier,NA,NA,Lean,NA,Alive,NA,NA,Tilted,KOD:7,NA,Male,NA,NA,KOD:7,NA,NA,NA,NA,NA,NA,NA
Murellin,NA,NA,Darkfriend,NA,Hulking,NA,Alive,NA,NA,NA,TPOD:28,NA,Male,NA,NA,COT:15,KOD:31,NA,NA,NA,NA,NA,NA
Musar,Saldaean,NA,NA,NA,NA,NA,Alive,NA,NA,Tilted dark,LOC:2,LOC:2,Male,NA,Short,LOC:2,LOC:2,NA,Soldier,NA,NA,Noble,NA
Musenge,Seanchan,Deathwatch Guard,NA,NA,Stocky,NA,Alive,NA,NA,NA,WH:14,NA,Male,NA,NA,AMOL:17,NA,NA,Captain,NA,NA,NA,NA
Musicar,Seanchan,Deathwatch Guard,NA,NA,NA,NA,Alive,NA,NA,NA,AMOL:17,NA,Male,NA,NA,AMOL:17,NA,NA,NA,NA,NA,NA,NA
Mutch,Andoran,Stableman,NA,NA,Wiry,NA,Alive,NA,NA,NA,TEOTW:13,NA,Male,NA,NA,TEOTW:17,NA,NA,NA,NA,NA,NA,NA
Mycal Crossin,Altaran,Merchant,NA,NA,NA,NA,Alive,NA,NA,NA,COT:26,NA,Male,NA,NA,COT:26,NA,NA,NA,NA,NA,NA,NA
Nad,Altaran,Thug,Darkfriend,NA,Muscular,NA,Alive,NA,NA,Beady,ACOS:17,NA,Male,Black,NA,ACOS:17,NA,NA,NA,NA,NA,NA,NA
Nadoc,Seanchan,NA,NA,NA,Big,NA,Alive,NA,NA,NA,TPOD:23,NA,Male,NA,NA,TPOD:23,NA,NA,NA,NA,NA,NA,NA
Nadric,Aiel,NA,Sevanna,NA,Thick,Shaido,Alive,NA,NA,NA,COT:9,NA,Male,NA,Very tall,COT:9,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Naeff,Andoran,NA,Dragon Reborn,NA,Lean,NA,Alive,NA,NA,NA,TGS:1,NA,Male,NA,Tall,AMOL:37,NA,NA,Asha'man,NA,NA,NA,NA
Nalesean Aldiaya,Tairen,Soldier,Band of the Red Hand,NA,Blocky,NA,Dead,NA,1000 NE,NA,NA,TFOH:44,Male,NA,NA,ACOS:38,AMOL:15,NA,Banner-General,NA,NA,Lord,NA
Nangu,Shienaran,NA,Masema Dagar,NA,NA,NA,Dead,NA,1000 NE,NA,NA,TFOH:38,Male,Shaven bald,NA,NA,TFOH:38,NA,NA,NA,NA,NA,NA
Naorman Mashinta,Tar Valon,Cobbler,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:36,NA,Male,NA,NA,TGS:36,NA,NA,NA,NA,NA,NA,NA
Narasim Bhuran,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:26,Male,NA,NA,NA,LOC:26,NA,General,NA,NA,NA,NA
Nashif,Unknown nationality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSR:34,Male,NA,NA,NA,NA,NA,General,NA,NA,NA,NA
Nasin Caeren,Andoran,NA,House Marne,NA,Gaunt,NA,Dead,NA,1000 NE,NA,TFOH:19,NA,Male,"Thin, white",NA,KOD:17,KOD:35,NA,High Seat,NA,NA,Lord,NA
Nat Torfinn,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,NA,COT:8,Male,"White, thin",NA,NA,COT:8,NA,NA,NA,NA,NA,NA
Nathin Sarmain Vendare,Altaran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:11,Male,NA,NA,NA,KOD:11,NA,NA,NA,NA,Lord,NA
Natley Lewin,Andoran,NA,Two Rivers,NA,Wide,NA,Alive,NA,NA,NA,TSR:32,NA,Male,NA,NA,TSR:32,NA,NA,NA,NA,NA,NA,NA
Nazar Kurenin,Malkieri,NA,Lan Mandragoran,NA,NA,NA,Dead,NA,1000 NE,NA,NS:15,NA,Male,Short,NA,TOM:23,AMOL:6,NA,NA,NA,NA,NA,NA
Nazran,Domani,NA,NA,NA,Square,NA,Alive,NA,NA,Black,TPOD:12,NA,Male,NA,NA,TPOD:12,NA,NA,NA,NA,NA,NA,NA
Ned Yarman,Unknown nationality,Warder,Rebel Aes Sedai,NA,NA,NA,Dead,NA,1000 NE,Blue,WH:7,NA,Male,"Yellow, shoulder length",Tall,NA,NA,NA,NA,NA,NA,Gaidin,NA
Nengar,Shienaran,NA,Masema Dagar,NA,NA,NA,Dead,NA,1000 NE,NA,COT:7,TFOH:38,Male,Shaven bald,"5'11""",COT:7,KOD:29,NA,NA,NA,NA,NA,NA
Nerim,Cairhienin,Servant,Band of the Red Hand,NA,Skinny,NA,Alive,NA,NA,NA,LOC:22,NA,Male,Gray,Short,KOD:26,NA,NA,NA,NA,NA,NA,NA
Nerion Torelvin,Cairhienin,NA,Cha Faile,NA,NA,NA,Alive,NA,NA,NA,NA,COT:5,Male,NA,NA,NA,KOD:29,NA,NA,NA,NA,NA,NA
Nethan,Unknown nationality,Warder,White Tower,NA,Lean,NA,Alive,NA,NA,NA,WH:23,NA,Male,White wings at temples,Tall,TGS:7,NA,NA,NA,NA,NA,Gaidin,NA
Nevin,Altaran,Unknown occupation,NA,NA,NA,NA,Dead,NA,NA,NA,ACOS:16,NA,Male,NA,NA,NA,ACOS:16,NA,NA,NA,NA,NA,NA
Niach Okatomo,Kandori,Soldier,Kandor,NA,NA,NA,Dead,NA,NA,NA,NA,TOM:Prologue,Male,NA,NA,NA,TOM:Prologue,NA,NA,NA,NA,Lord,NA
Niagen,Aiel,NA,Shaido,NA,NA,Unknown clan,Alive,NA,NA,NA,TOM:43,TGS:21,Male,NA,NA,TOM:43,NA,NA,NA,Unknown sept,Mera'din,NA,NA
Nico,Ghealdanin,Stableman,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:8,NA,Male,NA,NA,TDR:8,NA,NA,NA,NA,NA,NA,NA
Nicoli Merseneos den Ballin,Illianer,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TDR:42,Male,NA,NA,NA,TDR:42,NA,King,NA,NA,King of Illian,NA
Nidao,Shienaran,Guard,Darkfriend,NA,NA,NA,Dead,NA,998 NE,NA,TGH:3,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikiol Dianatkhah,Saldaean,King,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TOM:16,Male,NA,NA,NA,TOM:16,NA,NA,NA,NA,NA,NA
Nils,Domani,Soldier,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,TOM:18,NA,Male,NA,NA,TOM:18,NA,NA,Lieutenant,NA,NA,NA,NA
Noam,Ghealdanin,NA,NA,NA,NA,NA,Alive,NA,NA,Burnished golden,TDR:8,NA,Male,NA,NA,TOM:Epilogue,NA,NA,NA,NA,NA,NA,NA
Noreladim,Domani,NA,NA,NA,Stumpy,NA,Alive,NA,NA,NA,TGS:31,NA,Male,NA,NA,TGS:31,NA,NA,NA,NA,NA,NA,NA
Norowhin,Unknown nationality,Soldier,Children of the Light,NA,Lanky,NA,Alive,NA,NA,NA,LOC:29,NA,Male,NA,NA,LOC:29,NA,NA,NA,NA,NA,NA,NA
Noy Torvald,Amadician,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TFOH:10,Male,NA,NA,NA,TFOH:10,NA,NA,NA,NA,NA,NA
Nuhel Dromand,Illianer,Warder,White Tower,NA,Bulky,NA,Alive,NA,NA,NA,TFOH:27,NA,Male,"Dark, shoulder length",Tall,KOD:1,NA,NA,NA,NA,NA,Gaidin,NA
Olver,Cairhienin,NA,Band of the Red Hand,NA,Gaunt,NA,Alive,NA,NA,NA,LOC:5,NA,Male,NA,NA,AMOL:45,AMOL:Epilogue,NA,NA,NA,NA,Hornsounder,NA
Oratar,Unknown nationality,Soldier,Children of the Light,NA,NA,NA,Alive,NA,NA,NA,TOM:34,TOM:7,Male,Bald,NA,TOM:34,NA,NA,NA,NA,NA,NA,NA
Orban,Unknown nationality,Hunter of the Horn,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:33,NA,Male,Dark,NA,TDR:35,NA,NA,NA,NA,NA,Lord,NA
Oren Dautry,Andoran,NA,Two Rivers,NA,Lean,NA,Alive,NA,NA,NA,KOD:29,TEOTW:5,Male,NA,Tall,KOD:29,NA,NA,NA,NA,NA,NA,NA
Ortis,Mayener,Soldier,Mayene,NA,NA,NA,Alive,NA,NA,NA,TPOD:10,NA,Male,NA,NA,TPOD:10,NA,NA,Squadman,NA,NA,NA,NA
Corlan Dashiva,Black Hills,Asha'man,NA,NA,NA,NA,Dead,NA,1000 NE,NA,LOC:Prologue,NA,Male,"Lank, untrimmed",NA,WH:35,KOD:3,NA,Chosen,NA,NA,NA,NA
Otarin,Unknown nationality,NA,Horn of Valere,NA,NA,NA,Bound to the Wheel,NA,NA,NA,TGH:47,NA,Male,NA,NA,NA,NA,NA,Hero of the Horn,NA,NA,NA,NA
Owein,Unknown nationality,Warder,NA,NA,NA,NA,Dead,NA,999 NE,NA,NA,TSR:31,Male,NA,NA,NA,LOC:43,NA,NA,NA,NA,NA,NA
Owyn Merrilin,Andoran,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TEOTW:26,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Padan Fain,Murandian,NA,Darkfriend,NA,NA,NA,Dead,NA,NA,Dark,TEOTW:2,TEOTW:1,Male,NA,NA,AMOL:47 (as Shaisam),NA,NA,NA,NA,NA,NA,Gaunt
Padry,Murandian,Footman,Hunter of the Horn,NA,Skinny,NA,Alive,NA,NA,NA,LOC:5,NA,Male,NA,NA,LOC:5,NA,NA,Hunter of the Horn,NA,NA,NA,NA
Paedrig,Unknown nationality,NA,Horn of Valere,NA,NA,NA,Bound to the Wheel,NA,NA,NA,TGH:47,NA,Male,NA,NA,TGH:47,ACOS:21,NA,Hero of the Horn,NA,NA,NA,NA
Paers,Murandian,Hunter of the Horn,Hunter of the Horn,NA,NA,NA,Alive,NA,NA,NA,LOC:5,NA,Male,NA,NA,LOC:5,NA,NA,NA,NA,NA,Lord,NA
Paet al'Caar,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Male,NA,NA,TSR:56,NA,NA,NA,NA,NA,NA,NA
Paetram (Tear),Kandori,Merchant,NA,NA,Wide,NA,alive,NA,NA,NA,TSR:13,NA,Male,Yellow,NA,TSR:13,NA,NA,NA,NA,NA,NA,NA
Paetram Aybara,Andoran,NA,Two Rivers,NA,NA,NA,Dead,990 NE,999 NE,NA,TEOTW:Ravens,NA,Male,NA,NA,TEOTW:Ravens,TSR:56,NA,NA,NA,NA,NA,NA
Paitar Nachiman,Arafellin,NA,Arafel,NA,NA,NA,Alive,NA,NA,NA,TPOD:Prologue,ACOS:2,Male,Graying,Tall,AMOL:6,AMOL:9,NA,King,NA,NA,King of Arafel,NA
Paitr Conel,Andoran,NA,Darkfriend,NA,NA,NA,Dead,NA,999 NE,NA,TEOTW:33,NA,Male,"Long, curly, dark",NA,LOC:31,NA,NA,NA,NA,NA,NA,NA
Paitr do Fearna a'Conn,Murandian,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TPOD:17,NA,Male,NA,NA,TPOD:17,NA,NA,NA,NA,NA,Lord,NA
Pappil,Andoran,Unknown occupation,NA,NA,NA,NA,Dead,NA,NA,NA,NA,NA,Male,NA,NA,NA,AMOL:Prologue,NA,NA,NA,NA,NA,NA
Parelean,Tairen,NA,Cha Faile,NA,NA,NA,Dead,NA,1000 NE,NA,TPOD:8,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrim,Ghealdanin,Stableman,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:8,NA,Male,NA,NA,TDR:8,NA,NA,NA,NA,NA,NA,NA
Pavil Geraneos,Illianer,Merchant,NA,NA,NA,NA,Alive,NA,NA,Dark,KOD:20,NA,Male,NA,NA,KOD:20,NA,NA,NA,NA,NA,NA,NA
Pedron Niall,Murandian,Soldier,Children of the Light,NA,Lean,NA,Dead,NA,1000 NE,NA,TDR:Prologue,NS:12,Male,White,NA,ACOS:Prologue,TOM:45,NA,Lord Captain Commander,NA,NA,NA,NA
Pel,Unknown nationality,Wagon Driver,NA,NA,NA,NA,Alive,NA,NA,NA,TFOH:11,NA,Male,NA,NA,TFOH:11,NA,NA,NA,NA,NA,NA,NA
