Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
A Memory of Light,Ch4: Advantages to a Bond,Rand al'Thor,1467,"0,41%","Androl Genhald,Rand al'Thor",
A Memory of Light,Ch4: Advantages to a Bond,Pevara,2240,"0,62%","Androl Genhald,Rand al'Thor,Pevara",1
A Memory of Light,Ch5: To Require a Boon,Rand al'Thor,1412,"0,39%",Rand al'Thor,
A Memory of Light,Ch5: To Require a Boon,Egwene al'Vere,8450,"2,34%","Rand al'Thor,Egwene al'Vere",1
A Memory of Light,Ch6: A Knack,Perrin Aybara,5145,"1,43%",Perrin Aybara,
A Memory of Light,Ch6: A Knack,Lan Mandragoran,2167,"0,60%","Perrin Aybara,Lan Mandragoran",1
A Memory of Light,Ch7: Into the Thick of It,Elayne Trakand,2667,"0,74%",Elayne Trakand,
A Memory of Light,Ch7: Into the Thick of It,Lan Mandragoran,3217,"0,89%","Elayne Trakand,Lan Mandragoran",1
A Memory of Light,Ch8: That Smoldering City,Elayne Trakand,2143,"0,59%",Elayne Trakand,
A Memory of Light,Ch8: That Smoldering City,Androl Genhald,2141,"0,59%","Elayne Trakand,Androl Genhald",1
A Memory of Light,Ch9: To Die Well,Lan Mandragoran,2189,"0,61%",Lan Mandragoran,
A Memory of Light,Ch9: To Die Well,Egwene al'Vere,1858,"0,51%","Lan Mandragoran,Egwene al'Vere",
A Memory of Light,Ch9: To Die Well,Rand al'Thor,2729,"0,76%","Lan Mandragoran,Egwene al'Vere,Rand al'Thor",1
A Memory of Light,Ch10: The Use of Dragons,Perrin Aybara,236,"0,07%",Perrin Aybara,
A Memory of Light,Ch10: The Use of Dragons,Elayne Trakand,1630,"0,45%","Perrin Aybara,Elayne Trakand",
A Memory of Light,Ch10: The Use of Dragons,Androl Genhald,491,"0,14%","Perrin Aybara,Elayne Trakand,Androl Genhald",
A Memory of Light,Ch10: The Use of Dragons,Lan Mandragoran,513,"0,14%","Perrin Aybara,Elayne Trakand,Androl Genhald,Lan Mandragoran",
A Memory of Light,Ch10: The Use of Dragons,Elayne Trakand,1962,"0,54%","Perrin Aybara,Elayne Trakand,Androl Genhald,Lan Mandragoran,Elayne Trakand",1
A Memory of Light,Ch11: Just Another Sell-sword,Egwene al'Vere,1552,"0,43%",Egwene al'Vere,
A Memory of Light,Ch11: Just Another Sell-sword,Matrim Cauthon,3711,"1,03%","Egwene al'Vere,Matrim Cauthon",
A Memory of Light,Ch11: Just Another Sell-sword,Rand al'Thor,2160,"0,60%","Egwene al'Vere,Matrim Cauthon,Rand al'Thor",1
A Memory of Light,Ch12: A Shard of a Moment,Birgitte,1054,"0,29%",Birgitte,
A Memory of Light,Ch12: A Shard of a Moment,Rand al'Thor,2284,"0,63%","Birgitte,Rand al'Thor",
A Memory of Light,Ch12: A Shard of a Moment,Perrin Aybara,687,"0,19%","Birgitte,Rand al'Thor,Perrin Aybara",1
A Memory of Light,Ch13: What Must Be Done,Egwene al'Vere,1568,"0,43%",Egwene al'Vere,
A Memory of Light,Ch13: What Must Be Done,Elayne Trakand,1024,"0,28%","Egwene al'Vere,Elayne Trakand",
A Memory of Light,Ch13: What Must Be Done,Perrin Aybara,2348,"0,65%","Egwene al'Vere,Elayne Trakand,Perrin Aybara",1
A Memory of Light,Ch14: Doses of Forkroot,Perrin Aybara,2017,"0,56%",Perrin Aybara,
A Memory of Light,Ch14: Doses of Forkroot,Androl Genhald,2055,"0,57%","Perrin Aybara,Androl Genhald",
A Memory of Light,Ch14: Doses of Forkroot,Perrin Aybara,1984,"0,55%","Perrin Aybara,Androl Genhald,Perrin Aybara",
A Memory of Light,Ch14: Doses of Forkroot,Androl Genhald,504,"0,14%","Perrin Aybara,Androl Genhald,Perrin Aybara,Androl Genhald",1
A Memory of Light,Ch15: Your Neck in a Cord,Matrim Cauthon,2463,"0,69%",Matrim Cauthon,
A Memory of Light,Ch15: Your Neck in a Cord,Rand al'Thor,3016,"0,84%","Matrim Cauthon,Rand al'Thor",
A Memory of Light,Ch15: Your Neck in a Cord,Matrim Cauthon,2504,"0,69%","Matrim Cauthon,Rand al'Thor,Matrim Cauthon",1
A Memory of Light,Ch16: A Silence Like Screaming,Loial,863,"0,24%",Loial,
A Memory of Light,Ch16: A Silence Like Screaming,Galad Damodred,511,"0,14%","Loial,Galad Damodred",
A Memory of Light,Ch16: A Silence Like Screaming,Rand al'Thor,1471,"0,41%","Loial,Galad Damodred,Rand al'Thor",
A Memory of Light,Ch16: A Silence Like Screaming,Moiraine Damodred,180,"0,05%","Loial,Galad Damodred,Rand al'Thor,Moiraine Damodred",
A Memory of Light,Ch16: A Silence Like Screaming,Lan Mandragoran,3004,"0,83%","Loial,Galad Damodred,Rand al'Thor,Moiraine Damodred,Lan Mandragoran",1
A Memory of Light,"Ch17: Older, More Weathered",Matrim Cauthon,3614,"1,00%",Matrim Cauthon,1
A Memory of Light,Ch18: To Feel Wasted,Gawyn Trakand,3488,"0,97%",Gawyn Trakand,
A Memory of Light,Ch18: To Feel Wasted,Lan Mandragoran,2063,"0,57%","Gawyn Trakand,Lan Mandragoran",
A Memory of Light,Ch18: To Feel Wasted,Rand al'Thor,1859,"0,52%","Gawyn Trakand,Lan Mandragoran,Rand al'Thor",1
A Memory of Light,Ch19: The Choice of a Patch,Elayne Trakand,1982,"0,55%",Elayne Trakand,
A Memory of Light,Ch19: The Choice of a Patch,Egwene al'Vere,1511,"0,42%","Elayne Trakand,Egwene al'Vere",
A Memory of Light,Ch19: The Choice of a Patch,Matrim Cauthon,1748,"0,48%","Elayne Trakand,Egwene al'Vere,Matrim Cauthon",1
A Memory of Light,Ch20: Into Thankan'dar,Egwene al'Vere,2571,"0,71%",Egwene al'Vere,
A Memory of Light,Ch20: Into Thankan'dar,Aviendha,3559,"0,99%","Egwene al'Vere,Aviendha",1
A Memory of Light,Ch21: Not a Mistake to Ignore,Siuan Sanche,1514,"0,42%",Siuan Sanche,
A Memory of Light,Ch21: Not a Mistake to Ignore,Lyrelle,2139,"0,59%","Siuan Sanche,Lyrelle",
A Memory of Light,Ch21: Not a Mistake to Ignore,Pevara,574,"0,16%","Siuan Sanche,Lyrelle,Pevara",1
A Memory of Light,Ch22: The Wyld,Egwene al'Vere,2260,"0,63%",Egwene al'Vere,
A Memory of Light,Ch22: The Wyld,Perrin Aybara,2586,"0,71%","Egwene al'Vere,Perrin Aybara",1
A Memory of Light,Ch23: At the Edge of Time,Gawyn Trakand,717,"0,20%",Gawyn Trakand,
A Memory of Light,Ch23: At the Edge of Time,Egwene al'Vere,2020,"0,56%","Gawyn Trakand,Egwene al'Vere",
A Memory of Light,Ch23: At the Edge of Time,Aviendha,2745,"0,76%","Gawyn Trakand,Egwene al'Vere,Aviendha",
A Memory of Light,Ch23: At the Edge of Time,Rand al'Thor,1091,"0,30%","Gawyn Trakand,Egwene al'Vere,Aviendha,Rand al'Thor",1
A Memory of Light,Ch24: To Ignore the Omens,Fortuona,2549,"0,71%",Fortuona,
A Memory of Light,Ch24: To Ignore the Omens,Lan Mandragoran,748,"0,21%","Fortuona,Lan Mandragoran",
A Memory of Light,Ch24: To Ignore the Omens,Elayne Trakand,1995,"0,55%","Fortuona,Lan Mandragoran,Elayne Trakand",
A Memory of Light,Ch24: To Ignore the Omens,Rodel Ituralde,2348,"0,65%","Fortuona,Lan Mandragoran,Elayne Trakand,Rodel Ituralde",1
A Memory of Light,Ch25: Quick Fragments,Siuan Sanche,745,"0,21%",Siuan Sanche,
A Memory of Light,Ch25: Quick Fragments,Rand al'Thor,827,"0,23%","Siuan Sanche,Rand al'Thor",
A Memory of Light,Ch25: Quick Fragments,Lan Mandragoran,931,"0,26%","Siuan Sanche,Rand al'Thor,Lan Mandragoran",
A Memory of Light,Ch25: Quick Fragments,Perrin Aybara,4201,"1,16%","Siuan Sanche,Rand al'Thor,Lan Mandragoran,Perrin Aybara",1
A Memory of Light,Ch26: Considerations,Egwene al'Vere,3640,"1,01%",Egwene al'Vere,
A Memory of Light,Ch26: Considerations,Elayne Trakand,2173,"0,60%","Egwene al'Vere,Elayne Trakand",1
A Memory of Light,Ch27: Friendly Fire,Gareth Bryne,2686,"0,74%",Gareth Bryne,
A Memory of Light,Ch27: Friendly Fire,Min Farshaw,3156,"0,87%","Gareth Bryne,Min Farshaw",1
A Memory of Light,Ch28: Too Many Men,Lan Mandragoran,1877,"0,52%",Lan Mandragoran,
A Memory of Light,Ch28: Too Many Men,Loial,500,"0,14%","Lan Mandragoran,Loial",
A Memory of Light,Ch28: Too Many Men,Matrim Cauthon,1553,"0,43%","Lan Mandragoran,Loial,Matrim Cauthon",1
A Memory of Light,Ch29: The Loss of a Hill,Egwene al'Vere,913,"0,25%",Egwene al'Vere,
A Memory of Light,Ch29: The Loss of a Hill,Lan Mandragoran,1580,"0,44%","Egwene al'Vere,Lan Mandragoran",
A Memory of Light,Ch29: The Loss of a Hill,Matrim Cauthon,4083,"1,13%","Egwene al'Vere,Lan Mandragoran,Matrim Cauthon",1
A Memory of Light,Ch30: The Way of the Predator,Perrin Aybara,1834,"0,51%",Perrin Aybara,
A Memory of Light,Ch30: The Way of the Predator,Rand al'Thor,1630,"0,45%","Perrin Aybara,Rand al'Thor",
A Memory of Light,Ch30: The Way of the Predator,Elayne Trakand,2442,"0,68%","Perrin Aybara,Rand al'Thor,Elayne Trakand",1
A Memory of Light,Ch31: A Tempest of Water,Egwene al'Vere,1221,"0,34%",Egwene al'Vere,
A Memory of Light,Ch31: A Tempest of Water,Rodel Ituralde,1527,"0,42%","Egwene al'Vere,Rodel Ituralde",
A Memory of Light,Ch31: A Tempest of Water,Egwene al'Vere,2367,"0,66%","Egwene al'Vere,Rodel Ituralde,Egwene al'Vere",1
A Memory of Light,Ch32: A Yellow Flower-Spider,Matrim Cauthon,4300,"1,19%",Matrim Cauthon,
A Memory of Light,Ch32: A Yellow Flower-Spider,Galad Damodred,1339,"0,37%","Matrim Cauthon,Galad Damodred",1
A Memory of Light,Ch33: The Prince's Tabac,Perrin Aybara,1929,"0,53%",Perrin Aybara,
A Memory of Light,Ch33: The Prince's Tabac,Faile,3443,"0,95%","Perrin Aybara,Faile",
A Memory of Light,Ch33: The Prince's Tabac,Aviendha,4005,"1,11%","Perrin Aybara,Faile,Aviendha",1
A Memory of Light,Ch34: Drifting,Rand al'Thor,335,"0,09%",Rand al'Thor,
A Memory of Light,Ch34: Drifting,Perrin Aybara,573,"0,16%","Rand al'Thor,Perrin Aybara",
A Memory of Light,Ch34: Drifting,Faile,1846,"0,51%","Rand al'Thor,Perrin Aybara,Faile",
A Memory of Light,Ch34: Drifting,Aviendha,1175,"0,33%","Rand al'Thor,Perrin Aybara,Faile,Aviendha",1
A Memory of Light,Ch35: A Practiced Grin,Olver,1882,"0,52%",Olver,
A Memory of Light,Ch35: A Practiced Grin,Cadsuane Melaidhrin,766,"0,21%","Olver,Cadsuane Melaidhrin",
A Memory of Light,Ch35: A Practiced Grin,Faile,1411,"0,39%","Olver,Cadsuane Melaidhrin,Faile",1
A Memory of Light,Ch36: Unchangeable Things,Nynaeve al'Meara,893,"0,25%",Nynaeve al'Meara,
A Memory of Light,Ch36: Unchangeable Things,Matrim Cauthon,3514,"0,97%","Nynaeve al'Meara,Matrim Cauthon",
A Memory of Light,Ch36: Unchangeable Things,Perrin Aybara,294,"0,08%","Nynaeve al'Meara,Matrim Cauthon,Perrin Aybara",1
A Memory of Light,Ch37: The Last Battle ,Lan Mandragoran,663,"0,18%",Lan Mandragoran,
A Memory of Light,Ch37: The Last Battle ,Elayne Trakand,2017,"0,56%","Lan Mandragoran,Elayne Trakand",
A Memory of Light,Ch37: The Last Battle ,Uno Nomesta,2062,"0,57%","Lan Mandragoran,Elayne Trakand,Uno Nomesta",
A Memory of Light,Ch37: The Last Battle ,Logain Ablar,1147,"0,32%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar",
A Memory of Light,Ch37: The Last Battle ,Gawyn Trakand,852,"0,24%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand",
A Memory of Light,Ch37: The Last Battle ,Tam al'Thor,1414,"0,39%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor",
A Memory of Light,Ch37: The Last Battle ,Pevara,1621,"0,45%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara",
A Memory of Light,Ch37: The Last Battle ,Matrim Cauthon,2533,"0,70%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon",
A Memory of Light,Ch37: The Last Battle ,Galad Damodred,1042,"0,29%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred",
A Memory of Light,Ch37: The Last Battle ,Rand al'Thor,2691,"0,75%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor",
A Memory of Light,Ch37: The Last Battle ,Egwene al'Vere,1177,"0,33%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere",
A Memory of Light,Ch37: The Last Battle ,Gawyn Trakand,2931,"0,81%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand",
A Memory of Light,Ch37: The Last Battle ,Faile,1059,"0,29%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile",
A Memory of Light,Ch37: The Last Battle ,Perrin Aybara,1251,"0,35%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara",
A Memory of Light,Ch37: The Last Battle ,Androl Genhald,1357,"0,38%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald",
A Memory of Light,Ch37: The Last Battle ,Rhuarc,1423,"0,39%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc",
A Memory of Light,Ch37: The Last Battle ,Rand al'Thor,1212,"0,34%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor",
A Memory of Light,Ch37: The Last Battle ,Silviana Brehon,2455,"0,68%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon",
A Memory of Light,Ch37: The Last Battle ,Elayne Trakand,1418,"0,39%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand",
A Memory of Light,Ch37: The Last Battle ,Matrim Cauthon,1352,"0,37%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon",
A Memory of Light,Ch37: The Last Battle ,Min Farshaw,1352,"0,37%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw",
A Memory of Light,Ch37: The Last Battle ,Egwene al'Vere,171,"0,05%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere",
A Memory of Light,Ch37: The Last Battle ,Demandred,2082,"0,58%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred",
A Memory of Light,Ch37: The Last Battle ,Rand al'Thor,294,"0,08%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor",
A Memory of Light,Ch37: The Last Battle ,Juilin Sandar,647,"0,18%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar",
A Memory of Light,Ch37: The Last Battle ,Pevara,2021,"0,56%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara",
A Memory of Light,Ch37: The Last Battle ,Galad Damodred,1460,"0,40%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred",
A Memory of Light,Ch37: The Last Battle ,Egwene al'Vere,251,"0,07%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere",
A Memory of Light,Ch37: The Last Battle ,Tam al'Thor,792,"0,22%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor",
A Memory of Light,Ch37: The Last Battle ,Fortuona,996,"0,28%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona",
A Memory of Light,Ch37: The Last Battle ,Rand al'Thor,1864,"0,52%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor",
A Memory of Light,Ch37: The Last Battle ,Matrim Cauthon,610,"0,17%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon",
A Memory of Light,Ch37: The Last Battle ,Tam al'Thor,1569,"0,43%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor",
A Memory of Light,Ch37: The Last Battle ,Elayne Trakand,915,"0,25%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand",
A Memory of Light,Ch37: The Last Battle ,Galad Damodred,574,"0,16%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred",
A Memory of Light,Ch37: The Last Battle ,Nynaeve al'Meara,202,"0,06%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara",
A Memory of Light,Ch37: The Last Battle ,Matrim Cauthon,2414,"0,67%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon",
A Memory of Light,Ch37: The Last Battle ,Egwene al'Vere,1025,"0,28%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere",
A Memory of Light,Ch37: The Last Battle ,Galad Damodred,563,"0,16%","Lan Mandragoran,Elayne Trakand,Uno Nomesta,Logain Ablar,Gawyn Trakand,Tam al'Thor,Pevara,Matrim Cauthon,Galad Damodred,Rand al'Thor,Egwene al'Vere,Gawyn Trakand,Faile,Perrin Aybara,Androl Genhald,Rhuarc,Rand al'Thor,Silviana Brehon,Elayne Trakand,Matrim Cauthon,Min Farshaw,Egwene al'Vere,Demandred,Rand al'Thor,Juilin Sandar,Pevara,Galad Damodred,Egwene al'Vere,Tam al'Thor,Fortuona,Rand al'Thor,Matrim Cauthon,Tam al'Thor,Elayne Trakand,Galad Damodred,Nynaeve al'Meara,Matrim Cauthon,Egwene al'Vere,Galad Damodred",
